Valoracion,Comentario
1,este gel tiene un llamativo color rojo que desaparece inmediatamente al repartirlo por la cara y una excelente cobertura la primera vez que lo uses seguramente apliques mas cantidad de la necesaria tiene un inmediato efecto calor en la piel y un olor ligero pero no molesto tipico de los cosmeticos enfocados al publico masculino recordando ligeramente al after shave el efecto calor y la composicion del producto dejan la piel mas tersa e hidratada no tiene un efecto exagerado como es tambien habitual en los cosmeticos pero una aplicacion regular suaviza las arrugas incluso de expresion y ayuda a tener mejor la piel en general si queda algo grasa tras aplicarla por lo que esta mas indicado para pieles secas
1,como se supone no hace milagros pero hidrata bien la piel tiene una olor agradable la utlizo cada noche
1,lo llevo utilizando hace anos y muy bien
1,lo compre como un regalo para mi padre y esta encantado me ha dicho que le deja una sensacion de frescor y tirantez en las ojeras de momento le va bastante bien y ha mejorado mucho su aspecto
1,buena calidad precio el aroma tenue y fresco indicado para caballero y perfecto para solo o despues del afeitado
0,despues de mas de un mes usandola diariamente por las mananas no me ha convencido pensaba que con el uso diario iria apreciandose el resultado pero en mi caso no ha sido asi es una crema facil de poner muy hidratante por sin mas el olor tambien es muy agradable pero por ese precio pague 15 no la volveria a comprar estoy usando la ze nivea for men que es tambien para la cara y me da los mismos resultados pero valiendo 5 veces menos buena pero no con los resultados esperados
1,me gusta su hidratacion aunque es mas lenta de lo que creia  huele bien y en general cumple su funcion
0,despues de mas de un mes usandola diariamente por las mananas no me ha convencido pensaba que con el uso diario iria apreciandose el resultado pero en mi caso no ha sido asi es una crema facil de poner muy hidratante por sin mas el olor tambien es muy agradable pero por ese precio pague 15 no la volveria a comprar estoy usando la ze nivea for men que es tambien para la cara y me da los mismos resultados pero valiendo 5 veces menos buena pero no con los resultados esperados
1,tengo la piel un tanto grasa y esta es sin duda uno de los mejores geles que mejor se adaptan a mi tipo de piel ademas se absorbe rapidamente y sin dejar rastro
1,no es costoso no es pegajoso da buena sensacion en la cara me gusto lo seguire comprando cumple con lo que promete
1,se la regale a mi padre y esta contento la usa y le gusta
0,con el precio que tiene la relacion cantidadcalidadprecio es mejorable hay productos similares de otras marcas que cunden mas
1,buena marca siempre productos recomendables
1,te deja la cara mas tensa que el pellejo de un tambor
1,te deja la piel como nueva
1,te deja la piel como nueva
1,relacion calidad precio muy bien para refrescar la piel y disimular las bolsas bajo los ojos
1,fue un regalo y ha gustado mas opinion no puedo dar porque yo no me lo pongo pero mi chico dice que le va genial
1,mi marido ha puesto en mis manos su cuidado antiedad y dice que esta crema de contorno de ojos le encanta tanto por textura como por olor todo lo que le he comprado de loreal paris men expert le ha encantado ni clarins men ni nada a el le gusta loreal pues entonces le he comprado la gama de esta marca y muy feliz
1,buen producto en relacion calidad precio muy bueno lo recomiendo seguire usando el mismo siempre
1,lo recomiendo
1,no es pegajoso e hidrata bien sin ser grasoso puede llegar a disimular suavizar las arruguillas de expresion con un uso continuado fragancia sutil se extiende con facilidad recomendado
1,me gusta este producto por las ojeras aunque deberia de ser el envase un poquito mas grande
1,producto de primera calidad
1,calma y relaja
1,agradable se sancion de frescor se puede utilizar despues de afeitar la piel lo absorbe enseguida
1,hice una mala critica por el olor pero me equivoque huele y actua perfecta seria q no estoy acostumbrado a las cremas faciales
1,me encanta es muy fresca y revitalizante
1,un producto completo estupendo de calidadlo llevan usando los hombres de la casa ya un tiempo y no es el primer botecito que compro fantastico
1,tengo que ver los resultados
0,no quita arrugas pero al menos parece que hidrata bien
1,es toda perfecta un acierto
1,se me habia acabado esta crema y en mi tienda habitual no habia busque por si acaso y aqui habia stock me llegaba el dia siguiente y encima algo mas barato recomendado
1,buena marca siempre productos recomendables
1,todo perfecto
1,buen producto al ponerlo a veces salen pegotes el bote es un poco dificil de controlar la cantidad que sale
0,tiene buena absorcion e hidrata bien
1,muy buen producto lo uso despues de afeitar
1,no es nada graso y absorbe muy bien la piel
1,la he comprado para mi esposo la verdad esta contento con esta crema se absorbe muy rapido tiene una ligera fragancia agradable la usa tambien para el contorno de ojos y le va muy bien sin duda la volveria a reponer cuando se acabe un saludo
1,siempre he tenido muchas bolsas debajo de los ojos llevo una semana usandolo y parece que se han reducido un poquito lo seguire usando
1,siempre he tenido muchas bolsas debajo de los ojos llevo una semana usandolo y parece que se han reducido un poquito lo seguire usando
1,buen producto para mi que tengo la piel de vez en cuando seca y mas sensible me va perfecta cada vez que me la aplico incluso despues del afeitado recomendable
1,con 40 anos y la piel muy fina siempre he tenido que cuidarmela este me la deja hidratada pero no grasienta mi cara lo agradece y sobre todo en la zona de la nariz seguro que a otros precios hay mejores pero esta para mi dia a dia es perfecta si estas valorando la posible compra espero que esta resena te resulte util
1,normalmente uso una base de loreal y luego proteccion solar pero desde que vi esta opcion de nivea con color ahora solo hago un paso cubre poco pero lo justo para mi sin que se vea como maquillaje unifica el tono de piel levemente hay que difuminarlo bien porque sino quedas como en la imagen 2 no deja brochazos tras su aplicacion y no deja sensacion grasienta es bastante ligero y huele bien lo mas importante es que llevo siempre proteccion 50 la relacion preciovalor tambien es destacable frente a otros protectores solares con color no lo he usado con maquillaje porque usualmente no me maquillo para mi es de uso diario y se ha convertido en un imprescindible
1,tengo la piel delicada y suelo utilizar una crema solar protectora he probado muchas y esta de nieva es con diferencia una de las que ofrece mejor calidadprecio la recomiendo incluso para todas aquellas personas con la piel sensible
1,tengo la piel grasa con tendencia acneica y es muy importante tener una buena crema solar para ese tipo de piel deja la piel mate sin brillo ni grasa una pasada las 5 estrellas son para el producto pero el envio deja mucho que desear en la foto enseno como llego el paquete no es la primera vez que me pasa con cremas para el resto sin ningun problema pero para cosmetica deberian mejorar el sistema de empaquetado
1,es muy grasosa
1,por fin una crema en condiciones para mi piel  ya que la tengo muy seca  no deja ronchas
1,es un protector economico y la verdad que me encanta como queda en mi piel no la deja tirante y hace efecto buena cara
1,buen tactote go piel mixta uno proporciona brillo ni grasa
1,buen producto y un precio razonable lo volvere a comprar
1,que decir de niveanunca defrauda lo unico que los productos en general de esta marca me duran menos al ser tan fluida la crema cunde menos pero por la relacion calidadprecio volveria a comprarla
1,perfecta proteccion y de marca muy reconocida
1,perfecta para la calidad y precio que tiene
1,es la que aparece y cumple su funcion como indica
1,yo tengo la piel super grasa me ha costado muchisimo encontrar una crema protectora con la que no me salieran granos con esta la verdad que no he tenido ningun problema
1,me gusta bastante protege bien del sol y se absorbe bastante bien pero me deja un poquitin de brillos pero bastante buena y muy buen precio para ser y factor 50
0,he utilizado 2 botes consecutivos la textura es muy agradable y se absorbe fenomenal la deja luminosa y uniforme pero sin dejar esos brillos incomodos en la cara un olor agradable tambien asimismo un gran punto a favor es que no pica en los ojos cuando al salir del agua te los frotas o limpias dado que tengo manchas en la cara que se incrementan en verano he probado muchisimas cremas de alta proteccion tanto low cost como de gama alta reaplicando cuando toca a lo largo del dia y sin exito o resultados apreciables obviamente de una crema protectora no espero que me reduzca las manchas y menos en verano aunque todas las que he probado suelen prometerlo pero al menos si una ralentizacion y con esta debo de decir que si lo he notado pero no solo ralentizacion en su oscurecimiento en la epoca estival sino su freno durante su utilizacion y eso para mi ya ha sido todo un logro ahora que nos metemos en otono y ya no nos exponemos tanto al sol he comprado ademas el serum para combinarlos actualizare si los resultados son resenables
